Név,Dátum,Utolsó ár,Mennyiség
MOL,2015.05.13.,14890.0,246274.0
MOL,2015.05.14.,14710.0,157523.0
MOL,2015.05.15.,14950.0,130823.0
MOL,2015.05.18.,14650.0,155900.0
MOL,2015.05.19.,14845.0,151125.0
MOL,2015.05.20.,14880.0,60511.0
MOL,2015.05.21.,15000.0,98471.0
MOL,2015.05.22.,15000.0,148667.0
MOL,2015.05.26.,14700.0,162033.0
MOL,2015.05.27.,15005.0,265559.0
MOL,2015.05.28.,14915.0,125794.0
MOL,2015.05.29.,14715.0,528613.0
MOL,2015.06.01.,14700.0,128631.0
MOL,2015.06.02.,14945.0,144079.0
MOL,2015.06.03.,14950.0,67772.0
MOL,2015.06.04.,14945.0,111404.0
MOL,2015.06.05.,14960.0,72352.0
MOL,2015.06.08.,14720.0,67750.0
MOL,2015.06.09.,14610.0,88450.0
MOL,2015.06.10.,14440.0,103227.0
MOL,2015.06.11.,14690.0,53490.0
MOL,2015.06.12.,14525.0,57403.0
MOL,2015.06.15.,14450.0,52790.0
MOL,2015.06.16.,14350.0,35575.0
MOL,2015.06.17.,14765.0,83137.0
MOL,2015.06.18.,14405.0,61116.0
MOL,2015.06.19.,14245.0,102468.0
MOL,2015.06.22.,14400.0,79582.0
MOL,2015.06.23.,14455.0,42067.0
MOL,2015.06.24.,14450.0,64124.0
MOL,2015.06.25.,14155.0,243041.0
MOL,2015.06.26.,14350.0,54285.0
MOL,2015.06.29.,14200.0,55767.0
MOL,2015.06.30.,14480.0,64414.0
MOL,2015.07.01.,14445.0,116968.0
MOL,2015.07.02.,14470.0,45106.0
MOL,2015.07.03.,14565.0,19262.0
MOL,2015.07.06.,14600.0,24608.0
MOL,2015.07.07.,14270.0,88587.0
MOL,2015.07.08.,14400.0,100298.0
MOL,2015.07.09.,14350.0,70584.0
MOL,2015.07.10.,14355.0,85958.0
MOL,2015.07.13.,14385.0,89197.0
MOL,2015.07.14.,14300.0,68571.0
MOL,2015.07.15.,14520.0,101144.0
MOL,2015.07.16.,14750.0,168666.0
MOL,2015.07.17.,14700.0,81008.0
MOL,2015.07.20.,14650.0,73319.0
MOL,2015.07.21.,14750.0,109503.0
MOL,2015.07.22.,14505.0,71485.0
MOL,2015.07.23.,14420.0,70380.0
MOL,2015.07.24.,14530.0,79161.0
MOL,2015.07.27.,14320.0,96257.0
MOL,2015.07.28.,14510.0,122388.0
MOL,2015.07.29.,14300.0,86596.0
MOL,2015.07.30.,14585.0,62544.0
MOL,2015.07.31.,14760.0,108749.0
MOL,2015.08.03.,14725.0,95362.0
MOL,2015.08.04.,14635.0,98574.0
MOL,2015.08.05.,14950.0,329622.0
MOL,2015.08.06.,14685.0,120369.0
MOL,2015.08.07.,14645.0,56591.0
MOL,2015.08.10.,14745.0,79122.0
MOL,2015.08.11.,14390.0,139813.0
MOL,2015.08.12.,14275.0,154079.0
MOL,2015.08.13.,14370.0,79123.0
MOL,2015.08.14.,14500.0,51614.0
MOL,2015.08.17.,14580.0,65489.0
MOL,2015.08.18.,14255.0,113244.0
MOL,2015.08.19.,14495.0,65127.0
MOL,2015.08.24.,13500.0,430792.0
MOL,2015.08.25.,13865.0,199371.0
MOL,2015.08.26.,13995.0,142629.0
MOL,2015.08.27.,14100.0,60474.0
MOL,2015.08.28.,13985.0,78259.0
MOL,2015.08.31.,13860.0,130300.0
MOL,2015.09.01.,13550.0,122072.0
MOL,2015.09.02.,13525.0,100663.0
MOL,2015.09.03.,13900.0,75364.0
MOL,2015.09.04.,13650.0,40967.0
MOL,2015.09.07.,13710.0,18503.0
MOL,2015.09.08.,13335.0,368768.0
MOL,2015.09.09.,13390.0,85740.0
MOL,2015.09.10.,13575.0,89069.0
MOL,2015.09.11.,13330.0,50400.0
MOL,2015.09.14.,13180.0,143290.0
MOL,2015.09.15.,13055.0,132893.0
MOL,2015.09.16.,13000.0,185929.0
MOL,2015.09.17.,12850.0,260182.0
MOL,2015.09.18.,12865.0,128834.0
MOL,2015.09.21.,12865.0,35519.0
MOL,2015.09.22.,12605.0,159289.0
MOL,2015.09.23.,12225.0,227928.0
MOL,2015.09.24.,12015.0,208576.0
MOL,2015.09.25.,12330.0,169199.0
MOL,2015.09.28.,12030.0,169804.0
MOL,2015.09.29.,12160.0,264350.0
MOL,2015.09.30.,12220.0,119630.0
MOL,2015.10.01.,12490.0,243939.0
MOL,2015.10.02.,12460.0,109837.0
MOL,2015.10.05.,12695.0,140364.0
MOL,2015.10.06.,12755.0,119559.0
MOL,2015.10.07.,13020.0,276148.0
MOL,2015.10.08.,13190.0,140443.0
MOL,2015.10.09.,13340.0,120066.0
MOL,2015.10.12.,13345.0,54650.0
MOL,2015.10.13.,13195.0,116701.0
MOL,2015.10.14.,13145.0,63464.0
MOL,2015.10.15.,13100.0,46104.0
MOL,2015.10.16.,13015.0,97428.0
MOL,2015.10.19.,13250.0,67561.0
MOL,2015.10.20.,13230.0,73527.0
MOL,2015.10.21.,13005.0,59956.0
MOL,2015.10.22.,13200.0,64494.0
MOL,2015.10.26.,13225.0,90039.0
MOL,2015.10.27.,13200.0,31385.0
MOL,2015.10.28.,12990.0,88583.0
MOL,2015.10.29.,12775.0,114949.0
MOL,2015.10.30.,12775.0,107577.0
MOL,2015.11.02.,12715.0,89435.0
MOL,2015.11.03.,12800.0,82149.0
MOL,2015.11.04.,13200.0,163485.0
MOL,2015.11.05.,13300.0,53500.0
MOL,2015.11.06.,13450.0,167688.0
MOL,2015.11.09.,13400.0,94544.0
MOL,2015.11.10.,13375.0,208973.0
MOL,2015.11.11.,13370.0,97530.0
MOL,2015.11.12.,13430.0,65738.0
MOL,2015.11.13.,13500.0,66224.0
MOL,2015.11.16.,13310.0,50663.0
MOL,2015.11.17.,13430.0,71285.0
MOL,2015.11.18.,13740.0,73837.0
MOL,2015.11.19.,13565.0,148307.0
MOL,2015.11.20.,13550.0,30785.0
MOL,2015.11.23.,13765.0,58969.0
MOL,2015.11.24.,13490.0,63012.0
MOL,2015.11.25.,13650.0,82563.0
MOL,2015.11.26.,13810.0,84694.0
MOL,2015.11.27.,13700.0,50803.0
MOL,2015.11.30.,13500.0,145362.0
MOL,2015.12.01.,13585.0,72120.0
MOL,2015.12.02.,13550.0,54309.0
MOL,2015.12.03.,13700.0,89235.0
MOL,2015.12.04.,13805.0,72943.0
MOL,2015.12.07.,13555.0,42997.0
MOL,2015.12.08.,13560.0,41279.0
MOL,2015.12.09.,13520.0,54518.0
MOL,2015.12.10.,13750.0,69378.0
MOL,2015.12.11.,13700.0,141926.0
MOL,2015.12.14.,13740.0,69325.0
MOL,2015.12.15.,13720.0,69264.0
MOL,2015.12.16.,14005.0,183656.0
MOL,2015.12.17.,14090.0,146769.0
MOL,2015.12.18.,14200.0,132653.0
MOL,2015.12.21.,14155.0,80057.0
MOL,2015.12.22.,13860.0,64415.0
MOL,2015.12.23.,13960.0,31538.0
MOL,2015.12.28.,14100.0,47394.0
MOL,2015.12.29.,14245.0,41526.0
MOL,2015.12.30.,14255.0,33403.0
MOL,2016.01.04.,14050.0,58586.0
MOL,2016.01.05.,14150.0,70013.0
MOL,2016.01.06.,14280.0,67100.0
MOL,2016.01.07.,13980.0,175428.0
MOL,2016.01.08.,13950.0,70592.0
MOL,2016.01.11.,13600.0,119108.0
MOL,2016.01.12.,13950.0,115652.0
MOL,2016.01.13.,13795.0,116215.0
MOL,2016.01.14.,13880.0,65762.0
MOL,2016.01.15.,13600.0,106777.0
MOL,2016.01.18.,13200.0,95029.0
MOL,2016.01.19.,13215.0,125230.0
MOL,2016.01.20.,12880.0,130392.0
MOL,2016.01.21.,13095.0,91149.0
MOL,2016.01.22.,13575.0,100409.0
MOL,2016.01.25.,13725.0,99073.0
MOL,2016.01.26.,13795.0,78950.0
MOL,2016.01.27.,13785.0,53020.0
MOL,2016.01.28.,13850.0,127608.0
MOL,2016.01.29.,13940.0,101294.0
MOL,2016.02.01.,13985.0,56861.0
MOL,2016.02.02.,13580.0,94235.0
MOL,2016.02.03.,13510.0,72691.0
MOL,2016.02.04.,13615.0,67564.0
MOL,2016.02.05.,13900.0,92868.0
MOL,2016.02.08.,13780.0,127079.0
MOL,2016.02.09.,13710.0,67753.0
MOL,2016.02.10.,13765.0,42799.0
MOL,2016.02.11.,13555.0,63385.0
MOL,2016.02.12.,13505.0,56438.0
MOL,2016.02.15.,13700.0,62155.0
MOL,2016.02.16.,13700.0,79760.0
MOL,2016.02.17.,13775.0,54835.0
MOL,2016.02.18.,13960.0,96558.0
MOL,2016.02.19.,13935.0,71825.0
MOL,2016.02.22.,14020.0,83467.0
MOL,2016.02.23.,14030.0,65801.0
MOL,2016.02.24.,13885.0,111099.0
MOL,2016.02.25.,13880.0,165555.0
MOL,2016.02.26.,13980.0,79803.0
MOL,2016.02.29.,13910.0,184979.0
MOL,2016.03.01.,14200.0,69457.0
MOL,2016.03.02.,14700.0,290768.0
MOL,2016.03.03.,14900.0,162950.0
MOL,2016.03.04.,15285.0,310936.0
MOL,2016.03.07.,15400.0,274635.0
MOL,2016.03.08.,15500.0,233337.0
MOL,2016.03.09.,15500.0,157105.0
MOL,2016.03.10.,15500.0,135301.0
MOL,2016.03.11.,15960.0,244237.0
MOL,2016.03.16.,16275.0,251909.0
MOL,2016.03.17.,16300.0,321618.0
MOL,2016.03.18.,16410.0,486474.0
MOL,2016.03.21.,16250.0,116209.0
MOL,2016.03.22.,16425.0,160383.0
MOL,2016.03.23.,16195.0,131306.0
MOL,2016.03.24.,15850.0,140820.0
MOL,2016.03.29.,15960.0,156673.0
MOL,2016.03.30.,16440.0,218027.0
MOL,2016.03.31.,16590.0,178745.0
MOL,2016.04.01.,16355.0,171557.0
MOL,2016.04.04.,16390.0,117578.0
MOL,2016.04.05.,16240.0,129197.0
MOL,2016.04.06.,16335.0,110861.0
MOL,2016.04.07.,16290.0,67433.0
MOL,2016.04.08.,16330.0,61316.0
MOL,2016.04.11.,16060.0,113650.0
MOL,2016.04.12.,16070.0,92305.0
MOL,2016.04.13.,16185.0,68178.0
MOL,2016.04.14.,16300.0,99022.0
MOL,2016.04.15.,16450.0,120139.0
MOL,2016.04.18.,16420.0,74471.0
MOL,2016.04.19.,16725.0,173522.0
MOL,2016.04.20.,16875.0,137070.0
MOL,2016.04.21.,16745.0,76886.0
MOL,2016.04.22.,16550.0,71563.0
MOL,2016.04.25.,16500.0,89320.0
MOL,2016.04.26.,16445.0,90909.0
MOL,2016.04.27.,16530.0,78312.0
MOL,2016.04.28.,16440.0,55593.0
MOL,2016.04.29.,16650.0,129415.0
MOL,2016.05.02.,16670.0,37510.0
MOL,2016.05.03.,16320.0,65498.0
MOL,2016.05.04.,16235.0,141155.0
MOL,2016.05.05.,16200.0,47273.0
MOL,2016.05.06.,16235.0,108022.0
MOL,2016.05.09.,16510.0,34136.0
MOL,2016.05.10.,16595.0,64788.0
MOL,2016.05.11.,16490.0,41387.0
MOL,2016.05.12.,16400.0,60974.0
MOL,2016.05.13.,16395.0,54509.0
MOL,2016.05.17.,16150.0,83965.0
MOL,2016.05.18.,16100.0,135850.0
MOL,2016.05.19.,15985.0,86374.0
MOL,2016.05.20.,16500.0,107681.0
MOL,2016.05.23.,16240.0,92351.0
MOL,2016.05.24.,16515.0,96101.0
MOL,2016.05.25.,16360.0,117992.0
MOL,2016.05.26.,16260.0,91748.0
MOL,2016.05.27.,16330.0,106013.0
MOL,2016.05.30.,16465.0,116986.0
MOL,2016.05.31.,15500.0,458284.0
MOL,2016.06.01.,16025.0,208447.0
MOL,2016.06.02.,16305.0,105901.0
MOL,2016.06.03.,16305.0,127590.0
MOL,2016.06.06.,16360.0,57024.0
MOL,2016.06.07.,16565.0,168545.0
MOL,2016.06.08.,16745.0,134899.0
MOL,2016.06.09.,16600.0,87152.0
MOL,2016.06.10.,16430.0,74546.0
MOL,2016.06.13.,16035.0,99776.0
MOL,2016.06.14.,15865.0,119817.0
MOL,2016.06.15.,16000.0,85298.0
MOL,2016.06.16.,15650.0,106013.0
MOL,2016.06.17.,16200.0,143993.0
MOL,2016.06.20.,16370.0,92440.0
MOL,2016.06.21.,16665.0,124321.0
MOL,2016.06.22.,16740.0,98436.0
MOL,2016.06.23.,16740.0,42530.0
MOL,2016.06.24.,16180.0,150413.0
MOL,2016.06.27.,16000.0,72562.0
MOL,2016.06.28.,16650.0,83643.0
MOL,2016.06.29.,16535.0,77632.0
MOL,2016.06.30.,16445.0,139326.0
MOL,2016.07.01.,16605.0,68961.0
MOL,2016.07.04.,16550.0,47091.0
MOL,2016.07.05.,16695.0,59956.0
MOL,2016.07.06.,16700.0,76256.0
MOL,2016.07.07.,17425.0,291642.0
MOL,2016.07.08.,17450.0,90978.0
MOL,2016.07.11.,17540.0,81594.0
MOL,2016.07.12.,17400.0,117569.0
MOL,2016.07.13.,17420.0,85994.0
MOL,2016.07.14.,17450.0,144532.0
MOL,2016.07.15.,17550.0,118637.0
MOL,2016.07.18.,17510.0,69580.0
MOL,2016.07.19.,17595.0,87384.0
MOL,2016.07.20.,17515.0,88876.0
MOL,2016.07.21.,17525.0,51767.0
MOL,2016.07.22.,17670.0,63811.0
MOL,2016.07.25.,17560.0,70743.0
MOL,2016.07.26.,17715.0,86706.0
MOL,2016.07.27.,17700.0,81776.0
MOL,2016.07.28.,17575.0,74987.0
MOL,2016.07.29.,17445.0,114870.0
MOL,2016.08.01.,17065.0,141925.0
MOL,2016.08.02.,17100.0,146690.0
MOL,2016.08.03.,17065.0,60323.0
MOL,2016.08.04.,17155.0,64258.0
MOL,2016.08.05.,17160.0,66373.0
MOL,2016.08.08.,17175.0,45734.0
MOL,2016.08.09.,17290.0,69591.0
MOL,2016.08.10.,17265.0,77997.0
MOL,2016.08.11.,17250.0,107969.0
MOL,2016.08.12.,17300.0,82250.0
MOL,2016.08.15.,17410.0,44815.0
MOL,2016.08.16.,17180.0,73609.0
MOL,2016.08.17.,17380.0,57634.0
MOL,2016.08.18.,17210.0,63356.0
MOL,2016.08.19.,17200.0,39598.0
MOL,2016.08.22.,17280.0,47440.0
MOL,2016.08.23.,17320.0,31718.0
MOL,2016.08.24.,17270.0,27826.0
MOL,2016.08.25.,17285.0,23131.0
MOL,2016.08.26.,17280.0,66796.0
MOL,2016.08.29.,17275.0,21429.0
MOL,2016.08.30.,17435.0,37242.0
MOL,2016.08.31.,17330.0,148840.0
MOL,2016.09.01.,17250.0,38091.0
MOL,2016.09.02.,17220.0,42779.0
MOL,2016.09.05.,17400.0,59483.0
MOL,2016.09.06.,17500.0,55652.0
MOL,2016.09.07.,17475.0,44151.0
MOL,2016.09.08.,17255.0,88790.0
MOL,2016.09.09.,17285.0,35721.0
MOL,2016.09.12.,17055.0,90576.0
MOL,2016.09.13.,16755.0,134174.0
MOL,2016.09.14.,17090.0,78879.0
MOL,2016.09.15.,16915.0,75044.0
MOL,2016.09.16.,16890.0,109281.0
MOL,2016.09.19.,17220.0,98454.0
MOL,2016.09.20.,17135.0,55529.0
MOL,2016.09.21.,17140.0,56218.0
MOL,2016.09.22.,17110.0,63664.0
MOL,2016.09.23.,17200.0,111461.0
MOL,2016.09.26.,16990.0,47738.0
MOL,2016.09.27.,16745.0,56534.0
MOL,2016.09.28.,16795.0,93409.0
MOL,2016.09.29.,17275.0,99543.0
MOL,2016.09.30.,16970.0,95250.0
MOL,2016.10.03.,17200.0,38017.0
MOL,2016.10.04.,17375.0,91437.0
MOL,2016.10.05.,17480.0,57433.0
MOL,2016.10.06.,17335.0,66485.0
MOL,2016.10.07.,17400.0,144731.0
MOL,2016.10.10.,17550.0,63237.0
MOL,2016.10.11.,17550.0,68775.0
MOL,2016.10.12.,17580.0,95334.0
MOL,2016.10.13.,17490.0,111956.0
MOL,2016.10.14.,17525.0,73264.0
MOL,2016.10.17.,17725.0,104110.0
MOL,2016.10.18.,18085.0,179026.0
MOL,2016.10.19.,18200.0,101607.0
MOL,2016.10.20.,18285.0,77297.0
MOL,2016.10.21.,18300.0,200931.0
MOL,2016.10.24.,18330.0,79348.0
MOL,2016.10.25.,18050.0,107029.0
MOL,2016.10.26.,18355.0,94941.0
MOL,2016.10.27.,18295.0,62484.0
MOL,2016.10.28.,18095.0,77580.0
MOL,2016.11.02.,18325.0,189541.0
MOL,2016.11.03.,18310.0,121910.0
MOL,2016.11.04.,18835.0,199013.0
MOL,2016.11.07.,18940.0,123305.0
MOL,2016.11.08.,18770.0,145577.0
MOL,2016.11.09.,18600.0,99216.0
MOL,2016.11.10.,18455.0,134675.0
MOL,2016.11.11.,18520.0,85956.0
MOL,2016.11.14.,18210.0,84997.0
MOL,2016.11.15.,18430.0,110889.0
MOL,2016.11.16.,18190.0,114874.0
MOL,2016.11.17.,18245.0,106350.0
MOL,2016.11.18.,18410.0,49911.0
MOL,2016.11.21.,18190.0,51273.0
MOL,2016.11.22.,18300.0,69033.0
MOL,2016.11.23.,18510.0,44034.0
MOL,2016.11.24.,18450.0,23796.0
MOL,2016.11.25.,18220.0,30239.0
MOL,2016.11.28.,18135.0,26606.0
MOL,2016.11.29.,18130.0,81612.0
MOL,2016.11.30.,18450.0,171923.0
MOL,2016.12.01.,18610.0,115160.0
MOL,2016.12.02.,18425.0,69011.0
MOL,2016.12.05.,18600.0,99863.0
MOL,2016.12.06.,18600.0,76907.0
MOL,2016.12.07.,18700.0,76328.0
MOL,2016.12.08.,19075.0,115255.0
MOL,2016.12.09.,19175.0,110406.0
MOL,2016.12.12.,19125.0,57881.0
MOL,2016.12.13.,19455.0,142043.0
MOL,2016.12.14.,19940.0,194691.0
MOL,2016.12.15.,20085.0,271825.0
MOL,2016.12.16.,20555.0,242391.0
MOL,2016.12.19.,20620.0,160636.0
MOL,2016.12.20.,20790.0,177430.0
MOL,2016.12.21.,20500.0,188922.0
MOL,2016.12.22.,20350.0,100963.0
MOL,2016.12.23.,20100.0,59771.0
MOL,2016.12.27.,20550.0,47407.0
MOL,2016.12.28.,20800.0,90883.0
MOL,2016.12.29.,20600.0,75008.0
MOL,2016.12.30.,20635.0,44149.0
MOL,2017.01.02.,20860.0,16682.0
MOL,2017.01.03.,20900.0,51511.0
MOL,2017.01.04.,21185.0,154046.0
MOL,2017.01.05.,21045.0,124514.0
MOL,2017.01.06.,20985.0,101467.0
MOL,2017.01.09.,21000.0,101101.0
MOL,2017.01.10.,20970.0,111309.0
MOL,2017.01.11.,20820.0,133505.0
MOL,2017.01.12.,21000.0,176716.0
MOL,2017.01.13.,21000.0,78603.0
MOL,2017.01.16.,21000.0,43279.0
MOL,2017.01.17.,20880.0,44067.0
MOL,2017.01.18.,21140.0,82398.0
MOL,2017.01.19.,20775.0,118470.0
MOL,2017.01.20.,20850.0,60567.0
MOL,2017.01.23.,20940.0,61624.0
MOL,2017.01.24.,20405.0,105181.0
MOL,2017.01.25.,20265.0,116801.0
MOL,2017.01.26.,20460.0,44078.0
MOL,2017.01.27.,20300.0,64832.0
MOL,2017.01.30.,20320.0,99867.0
MOL,2017.01.31.,20250.0,98794.0
MOL,2017.02.01.,20140.0,120479.0
MOL,2017.02.02.,20000.0,132933.0
MOL,2017.02.03.,20395.0,88897.0
MOL,2017.02.06.,20300.0,79399.0
MOL,2017.02.07.,20200.0,107991.0
MOL,2017.02.08.,20210.0,71869.0
MOL,2017.02.09.,20450.0,93995.0
MOL,2017.02.10.,20450.0,73397.0
MOL,2017.02.13.,20450.0,59705.0
MOL,2017.02.14.,20455.0,165574.0
MOL,2017.02.15.,20700.0,109093.0
MOL,2017.02.16.,21000.0,185047.0
MOL,2017.02.17.,20730.0,110563.0
MOL,2017.02.20.,20800.0,16868.0
MOL,2017.02.21.,21160.0,121609.0
MOL,2017.02.22.,21025.0,61806.0
MOL,2017.02.23.,20900.0,94149.0
MOL,2017.02.24.,20865.0,104319.0
MOL,2017.02.27.,20840.0,47277.0
MOL,2017.02.28.,19950.0,226068.0
MOL,2017.03.01.,20960.0,141876.0
MOL,2017.03.02.,20620.0,149563.0
MOL,2017.03.03.,20700.0,49497.0
MOL,2017.03.06.,20790.0,70462.0
MOL,2017.03.07.,20090.0,137531.0
MOL,2017.03.08.,20140.0,153986.0
MOL,2017.03.09.,20765.0,121866.0
MOL,2017.03.10.,20595.0,95130.0
MOL,2017.03.13.,20650.0,71179.0
MOL,2017.03.14.,20940.0,341690.0
MOL,2017.03.16.,20975.0,110651.0
MTELEKOM,2014.11.05.,348.0,2180855.0
MTELEKOM,2014.11.06.,343.0,946338.0
MTELEKOM,2014.11.07.,343.0,532817.0
MTELEKOM,2014.11.10.,346.0,451621.0
MTELEKOM,2014.11.11.,349.0,1225889.0
MTELEKOM,2014.11.12.,350.0,1764724.0
MTELEKOM,2014.11.13.,345.0,341438.0
MTELEKOM,2014.11.14.,348.0,791285.0
MTELEKOM,2014.11.17.,342.0,1249435.0
MTELEKOM,2014.11.18.,343.0,174486.0
MTELEKOM,2014.11.19.,347.0,268088.0
MTELEKOM,2014.11.20.,344.0,1227450.0
MTELEKOM,2014.11.21.,340.0,885847.0
MTELEKOM,2014.11.24.,340.0,382793.0
MTELEKOM,2014.11.25.,338.0,758349.0
MTELEKOM,2014.11.26.,339.0,259520.0
MTELEKOM,2014.11.27.,338.0,128883.0
MTELEKOM,2014.11.28.,339.0,396758.0
MTELEKOM,2014.12.01.,334.0,665838.0
MTELEKOM,2014.12.02.,337.0,459956.0
MTELEKOM,2014.12.03.,340.0,302317.0
MTELEKOM,2014.12.04.,343.0,809825.0
MTELEKOM,2014.12.05.,354.0,2060620.0
MTELEKOM,2014.12.08.,354.0,299631.0
MTELEKOM,2014.12.09.,350.0,369668.0
MTELEKOM,2014.12.10.,351.0,779725.0
MTELEKOM,2014.12.11.,348.0,334906.0
MTELEKOM,2014.12.12.,348.0,1240111.0
MTELEKOM,2014.12.15.,343.0,691906.0
MTELEKOM,2014.12.16.,331.0,1746536.0
MTELEKOM,2014.12.17.,339.0,1326862.0
MTELEKOM,2014.12.18.,341.0,721200.0
MTELEKOM,2014.12.19.,339.0,2715579.0
MTELEKOM,2014.12.22.,340.0,770196.0
MTELEKOM,2014.12.23.,337.0,1383296.0
MTELEKOM,2014.12.29.,335.0,279375.0
MTELEKOM,2014.12.30.,338.0,283182.0
MTELEKOM,2015.01.05.,337.0,839992.0
MTELEKOM,2015.01.06.,333.0,979926.0
MTELEKOM,2015.01.07.,336.0,338561.0
MTELEKOM,2015.01.08.,335.0,1435135.0
MTELEKOM,2015.01.09.,333.0,510539.0
MTELEKOM,2015.01.12.,333.0,137487.0
MTELEKOM,2015.01.13.,339.0,1137211.0
MTELEKOM,2015.01.14.,338.0,219466.0
MTELEKOM,2015.01.15.,330.0,1129177.0
MTELEKOM,2015.01.16.,327.0,1559241.0
MTELEKOM,2015.01.19.,334.0,652266.0
MTELEKOM,2015.01.20.,345.0,1540972.0
MTELEKOM,2015.01.21.,342.0,347036.0
MTELEKOM,2015.01.22.,342.0,472468.0
MTELEKOM,2015.01.23.,348.0,856726.0
MTELEKOM,2015.01.26.,356.0,2612751.0
MTELEKOM,2015.01.27.,358.0,1849970.0
MTELEKOM,2015.01.28.,362.0,1178744.0
MTELEKOM,2015.01.29.,361.0,405911.0
MTELEKOM,2015.01.30.,357.0,1266274.0
MTELEKOM,2015.02.02.,362.0,548013.0
MTELEKOM,2015.02.03.,365.0,1865130.0
MTELEKOM,2015.02.04.,367.0,1705283.0
MTELEKOM,2015.02.05.,368.0,601572.0
MTELEKOM,2015.02.06.,364.0,720553.0
MTELEKOM,2015.02.09.,368.0,649989.0
MTELEKOM,2015.02.10.,374.0,1790360.0
MTELEKOM,2015.02.11.,372.0,603758.0
MTELEKOM,2015.02.12.,372.0,485908.0
MTELEKOM,2015.02.13.,372.0,520932.0
MTELEKOM,2015.02.16.,372.0,113408.0
MTELEKOM,2015.02.17.,374.0,935759.0
MTELEKOM,2015.02.18.,372.0,173236.0
MTELEKOM,2015.02.19.,380.0,1746921.0
MTELEKOM,2015.02.20.,374.0,667075.0
MTELEKOM,2015.02.23.,375.0,166803.0
MTELEKOM,2015.02.24.,381.0,768599.0
MTELEKOM,2015.02.25.,380.0,1956143.0
MTELEKOM,2015.02.26.,382.0,5360942.0
MTELEKOM,2015.02.27.,383.0,1543989.0
MTELEKOM,2015.03.02.,390.0,3992407.0
MTELEKOM,2015.03.03.,397.0,4129830.0
MTELEKOM,2015.03.04.,392.0,1323725.0
MTELEKOM,2015.03.05.,396.0,253639.0
MTELEKOM,2015.03.06.,394.0,677706.0
MTELEKOM,2015.03.09.,391.0,1512961.0
MTELEKOM,2015.03.10.,392.0,1199340.0
MTELEKOM,2015.03.11.,391.0,980919.0
MTELEKOM,2015.03.12.,391.0,931499.0
MTELEKOM,2015.03.13.,381.0,1701268.0
MTELEKOM,2015.03.16.,390.0,823620.0
MTELEKOM,2015.03.17.,387.0,1261634.0
MTELEKOM,2015.03.18.,383.0,634011.0
MTELEKOM,2015.03.19.,387.0,974001.0
MTELEKOM,2015.03.20.,386.0,1181742.0
MTELEKOM,2015.03.23.,386.0,881923.0
MTELEKOM,2015.03.24.,387.0,1018960.0
MTELEKOM,2015.03.25.,415.0,6533605.0
MTELEKOM,2015.03.26.,415.0,3115416.0
MTELEKOM,2015.03.27.,417.0,2969437.0
MTELEKOM,2015.03.30.,414.0,2533901.0
MTELEKOM,2015.03.31.,412.0,1184242.0
MTELEKOM,2015.04.01.,412.0,709094.0
MTELEKOM,2015.04.02.,413.0,1807090.0
MTELEKOM,2015.04.07.,419.0,1008905.0
MTELEKOM,2015.04.08.,423.0,1748830.0
MTELEKOM,2015.04.09.,423.0,1160976.0
MTELEKOM,2015.04.10.,424.0,835644.0
MTELEKOM,2015.04.13.,430.0,945222.0
MTELEKOM,2015.04.14.,426.0,1275276.0
MTELEKOM,2015.04.15.,425.0,444981.0
MTELEKOM,2015.04.16.,428.0,396238.0
MTELEKOM,2015.04.17.,418.0,653820.0
MTELEKOM,2015.04.20.,420.0,358987.0
MTELEKOM,2015.04.21.,400.0,2578827.0
MTELEKOM,2015.04.22.,405.0,1940349.0
MTELEKOM,2015.04.23.,410.0,346808.0
MTELEKOM,2015.04.24.,410.0,708357.0
MTELEKOM,2015.04.27.,410.0,556147.0
MTELEKOM,2015.04.28.,406.0,650635.0
MTELEKOM,2015.04.29.,405.0,2241790.0
MTELEKOM,2015.04.30.,405.0,895298.0
MTELEKOM,2015.05.04.,409.0,300544.0
MTELEKOM,2015.05.05.,408.0,357562.0
MTELEKOM,2015.05.06.,410.0,1014405.0
MTELEKOM,2015.05.07.,415.0,869709.0
MTELEKOM,2015.05.08.,418.0,591741.0
MTELEKOM,2015.05.11.,419.0,1128763.0
MTELEKOM,2015.05.12.,419.0,1644688.0
MTELEKOM,2015.05.13.,415.0,1908247.0
MTELEKOM,2015.05.14.,419.0,834054.0
MTELEKOM,2015.05.15.,421.0,1027615.0
MTELEKOM,2015.05.18.,420.0,294345.0
MTELEKOM,2015.05.19.,426.0,658212.0
MTELEKOM,2015.05.20.,420.0,530493.0
MTELEKOM,2015.05.21.,423.0,810621.0
MTELEKOM,2015.05.22.,420.0,340345.0
MTELEKOM,2015.05.26.,415.0,970915.0
MTELEKOM,2015.05.27.,416.0,1218925.0
MTELEKOM,2015.05.28.,416.0,171627.0
MTELEKOM,2015.05.29.,416.0,1088626.0
MTELEKOM,2015.06.01.,421.0,559656.0
MTELEKOM,2015.06.02.,425.0,2059226.0
MTELEKOM,2015.06.03.,432.0,1491394.0
MTELEKOM,2015.06.04.,430.0,1004306.0
MTELEKOM,2015.06.05.,428.0,291806.0
MTELEKOM,2015.06.08.,430.0,1515918.0
MTELEKOM,2015.06.09.,427.0,3112030.0
MTELEKOM,2015.06.10.,423.0,1629461.0
MTELEKOM,2015.06.11.,414.0,1185073.0
